user_id,variant,timestamp,pre_metric,device_score,segment,outcome,latency_alert
1,treatment,2025-01-01 00:00:00,0.14555818086284913,-1.7676704844415654,desktop_heavy,0,0
2,control,2025-01-01 00:01:00,-0.16725719858038715,-0.05547616922342699,mixed,0,0
3,control,2025-01-01 00:02:00,1.2376325361767733,0.6844470732048051,mixed,0,0
4,control,2025-01-01 00:03:00,0.009649110533737933,-1.3468263793651747,desktop_heavy,0,0
5,treatment,2025-01-01 00:04:00,-0.7148847167097098,-0.05713554775096955,mixed,0,0
6,treatment,2025-01-01 00:05:00,0.1841965419718153,1.2914393055006852,mobile_heavy,0,0
7,control,2025-01-01 00:06:00,-1.3861781016786947,-0.5044786132984321,mixed,0,0
8,control,2025-01-01 00:07:00,-0.6315245665025345,-1.2523759861822379,desktop_heavy,0,0
9,control,2025-01-01 00:08:00,-0.9590903574465798,-1.1338145189557352,desktop_heavy,0,0
10,treatment,2025-01-01 00:09:00,-1.3437374331103045,0.7523413921976686,mobile_heavy,0,0
11,control,2025-01-01 00:10:00,-0.06986130172979758,0.7536698577233191,mobile_heavy,0,0
12,control,2025-01-01 00:11:00,-0.07125580908217731,0.8731149128461703,mobile_heavy,0,0
13,treatment,2025-01-01 00:12:00,0.581962877184686,0.9758009079482017,mobile_heavy,0,0
14,treatment,2025-01-01 00:13:00,-2.8992269886336848,0.858884492099831,mobile_heavy,0,0
15,control,2025-01-01 00:14:00,-1.4219898769750199,0.7407701626351143,mobile_heavy,0,0
16,control,2025-01-01 00:15:00,1.4170101260416674,-1.51696081323191,desktop_heavy,0,0
17,treatment,2025-01-01 00:16:00,-0.24425024739393458,1.4676558458534432,mobile_heavy,0,0
18,control,2025-01-01 00:17:00,1.9288582209362934,-0.9972873840078296,desktop_heavy,0,0
19,treatment,2025-01-01 00:18:00,-0.09470751844695444,-1.1318469541423037,desktop_heavy,0,0
20,control,2025-01-01 00:19:00,-1.9928552108764879,1.016389867986793,mobile_heavy,0,1
21,treatment,2025-01-01 00:20:00,0.3504888733792504,0.8993603131506733,mobile_heavy,0,0
22,treatment,2025-01-01 00:21:00,0.46933160975508137,-0.4680909809459807,mixed,0,0
23,control,2025-01-01 00:22:00,1.2673648145874357,0.7845172301720164,mobile_heavy,0,0
24,control,2025-01-01 00:23:00,-0.18639616137618817,-0.8893198057414162,desktop_heavy,0,0
25,treatment,2025-01-01 00:24:00,-1.105771865095753,-1.704975943535891,desktop_heavy,0,0
26,treatment,2025-01-01 00:25:00,-0.467395546045824,-1.0024291237296152,desktop_heavy,0,0
27,control,2025-01-01 00:26:00,-0.1465060487918608,-0.863837198291292,desktop_heavy,0,0
28,treatment,2025-01-01 00:27:00,0.8965089521118597,0.07215867384644131,mixed,1,0
29,treatment,2025-01-01 00:28:00,1.9192507041224416,-2.0972091387938145,desktop_heavy,0,0
30,control,2025-01-01 00:29:00,0.7185099242177762,0.015241834848534185,mixed,1,0
31,control,2025-01-01 00:30:00,0.7378686814009924,-0.0916318185640179,mixed,0,0
32,control,2025-01-01 00:31:00,2.2094336836614663,0.5603357906193672,mixed,0,0
33,treatment,2025-01-01 00:32:00,-1.0351090380274464,0.2069025124496353,mixed,0,0
34,control,2025-01-01 00:33:00,0.6140849873141407,0.17317236716810697,mixed,0,0
35,treatment,2025-01-01 00:34:00,-0.2855030216120266,-0.49648572944747266,mixed,0,0
36,control,2025-01-01 00:35:00,-0.6982859519516448,-0.5531716418277982,mixed,0,0
37,control,2025-01-01 00:36:00,0.4201976591407458,-1.157609845449463,desktop_heavy,0,0
38,control,2025-01-01 00:37:00,1.3983588111640546,-0.16425209308705135,mixed,0,0
39,control,2025-01-01 00:38:00,1.187475975692073,-0.6568466232820421,desktop_heavy,0,1
40,treatment,2025-01-01 00:39:00,-0.4966336639845084,1.4872313857707111,mobile_heavy,0,0
41,control,2025-01-01 00:40:00,-0.07390328321156646,1.238595433581797,mobile_heavy,0,0
42,treatment,2025-01-01 00:41:00,0.3954460885612084,-0.26322146487748704,mixed,0,0
43,control,2025-01-01 00:42:00,1.2009487974370405,1.2664513179500287,mobile_heavy,0,0
44,treatment,2025-01-01 00:43:00,1.3580788860774133,-0.1828725629536623,mixed,0,0
45,control,2025-01-01 00:44:00,0.5247956886483214,0.28984247323508644,mixed,1,0
46,treatment,2025-01-01 00:45:00,-1.1597574147763148,0.11346697372608011,mixed,1,0
47,treatment,2025-01-01 00:46:00,-0.29181327697532133,-0.78457454057187,desktop_heavy,0,0
48,treatment,2025-01-01 00:47:00,-0.3308868541079903,-0.8030404854087495,desktop_heavy,0,0
49,treatment,2025-01-01 00:48:00,-1.1709690052307629,0.3827208051130289,mixed,0,0
50,control,2025-01-01 00:49:00,1.5860164884380832,-0.3605879726343942,mixed,0,0
51,control,2025-01-01 00:50:00,-0.6719502164968928,0.49366548931823995,mixed,1,0
52,control,2025-01-01 00:51:00,2.2720562829779998,2.0220556008186312,mobile_heavy,0,0
53,treatment,2025-01-01 00:52:00,0.9605680891786216,-1.6639217941642201,desktop_heavy,0,0
54,treatment,2025-01-01 00:53:00,1.5968695198080642,0.8970559441689931,mobile_heavy,0,0
55,control,2025-01-01 00:54:00,0.35123808641901233,-0.14923036234945633,mixed,0,0
56,control,2025-01-01 00:55:00,-0.42856064183857545,0.21291465677106902,mixed,0,0
57,treatment,2025-01-01 00:56:00,0.6197225433247251,1.5053767091404575,mobile_heavy,0,0
58,treatment,2025-01-01 00:57:00,-0.24992154982787357,0.7303263974359545,mobile_heavy,0,0
59,control,2025-01-01 00:58:00,0.7197881324135668,-1.224938880251004,desktop_heavy,0,0
60,treatment,2025-01-01 00:59:00,-0.26703542684412734,0.12612084683643063,mixed,0,1
61,treatment,2025-01-01 01:00:00,-2.4371731175595506,-1.1981439894882602,desktop_heavy,0,0
62,control,2025-01-01 01:01:00,0.11119211255200155,-0.9758011413382656,desktop_heavy,0,0
63,treatment,2025-01-01 01:02:00,1.8895433691975174,1.8460695610315785,mobile_heavy,0,0
64,control,2025-01-01 01:03:00,-0.17640381468207517,-0.07677001234158395,mixed,0,0
65,control,2025-01-01 01:04:00,0.3255264459608999,0.7337072463060192,mobile_heavy,0,0
66,control,2025-01-01 01:05:00,-0.12187660751837151,0.008459661110808788,mixed,0,0
67,treatment,2025-01-01 01:06:00,0.9433373104634415,0.8677366441983472,mobile_heavy,0,0
68,treatment,2025-01-01 01:07:00,0.21602494215802262,-1.4382591658465655,desktop_heavy,0,0
69,control,2025-01-01 01:08:00,-0.908226806608455,0.1478125710835028,mixed,1,0
70,control,2025-01-01 01:09:00,-1.911837936074225,-0.7007808901944057,desktop_heavy,0,0
71,treatment,2025-01-01 01:10:00,-0.24204976201267323,-0.642523037000569,desktop_heavy,0,0
72,treatment,2025-01-01 01:11:00,1.7313148042779503,-0.25490362020961127,mixed,0,0
73,treatment,2025-01-01 01:12:00,1.4087606122848688,0.15637356293215818,mixed,0,0
74,treatment,2025-01-01 01:13:00,-0.4592344727588936,0.4215309207287983,mixed,0,0
75,treatment,2025-01-01 01:14:00,0.3246391917621825,-0.7556200011487009,desktop_heavy,0,0
76,control,2025-01-01 01:15:00,-0.3271132377236896,-0.842591249862288,desktop_heavy,0,0
77,treatment,2025-01-01 01:16:00,-0.06892028563063876,-1.1105901151681117,desktop_heavy,0,0
78,treatment,2025-01-01 01:17:00,-0.03645031303853655,-0.29697844695411657,mixed,0,0
79,treatment,2025-01-01 01:18:00,0.8754192293794651,0.02338101310431092,mixed,0,0
80,treatment,2025-01-01 01:19:00,0.39894218855245345,0.2814748644965337,mixed,1,0
81,treatment,2025-01-01 01:20:00,-1.1853250789662146,-1.2225460622165019,desktop_heavy,0,0
82,control,2025-01-01 01:21:00,0.33686064303997537,0.48849073931707226,mixed,0,0
83,treatment,2025-01-01 01:22:00,-0.6926552570543267,-1.459355724360019,desktop_heavy,1,0
84,treatment,2025-01-01 01:23:00,1.139606899594596,-0.7509983374156043,desktop_heavy,0,0
85,treatment,2025-01-01 01:24:00,1.2330817016931124,0.15477909213697608,mixed,0,0
86,treatment,2025-01-01 01:25:00,0.64574282829457,0.9326272363511974,mobile_heavy,0,0
87,control,2025-01-01 01:26:00,-1.8313190983179044,-0.16113540581546051,mixed,0,0
88,treatment,2025-01-01 01:27:00,0.8214212438194591,1.0096346407737415,mobile_heavy,0,0
89,control,2025-01-01 01:28:00,-0.30086910644311776,2.188159652120509,mobile_heavy,0,0
90,treatment,2025-01-01 01:29:00,-2.1153680295308064,-1.3882109512965242,desktop_heavy,0,0
91,control,2025-01-01 01:30:00,0.7631813865983916,-1.9603040945613437,desktop_heavy,0,0
92,treatment,2025-01-01 01:31:00,0.9792364400058728,0.7278775641486924,mobile_heavy,0,0
93,treatment,2025-01-01 01:32:00,0.035566725523942286,-0.2172864060243419,mixed,0,0
94,control,2025-01-01 01:33:00,-1.1864759758954038,-0.20625766288723582,mixed,0,0
95,treatment,2025-01-01 01:34:00,1.058857857376931,0.9800739285098026,mobile_heavy,0,0
96,treatment,2025-01-01 01:35:00,0.3036212604155957,1.3905239957526971,mobile_heavy,1,0
97,control,2025-01-01 01:36:00,-1.4645663554916497,0.4567321472811269,mixed,0,0
98,treatment,2025-01-01 01:37:00,-0.25692547423766726,-1.0017606865564037,desktop_heavy,0,1
99,control,2025-01-01 01:38:00,-0.7098908921007998,0.789575680238962,mobile_heavy,0,0
100,treatment,2025-01-01 01:39:00,0.4678700145847761,-0.3211354099740022,mixed,0,0
101,control,2025-01-01 01:40:00,-1.6259570850715128,0.4880494238133405,mixed,0,0
102,control,2025-01-01 01:41:00,0.06125477750608153,0.37149936253227794,mixed,1,0
103,treatment,2025-01-01 01:42:00,-0.07894218847941897,1.3899386515499292,mobile_heavy,0,0
104,treatment,2025-01-01 01:43:00,1.4023155463870665,0.5740238700186666,mixed,1,0
105,treatment,2025-01-01 01:44:00,-0.6558064364584989,-0.1387473707127482,mixed,0,0
106,control,2025-01-01 01:45:00,2.1760950964831083,-0.23007703582934383,mixed,1,0
107,treatment,2025-01-01 01:46:00,2.176951704817409,-0.18781269342577903,mixed,1,0
108,treatment,2025-01-01 01:47:00,0.39729134142058875,-1.1855066918095973,desktop_heavy,0,0
109,treatment,2025-01-01 01:48:00,-0.09077216811259528,-0.9677643582728572,desktop_heavy,0,0
110,treatment,2025-01-01 01:49:00,0.31216242740731687,-0.29510729503457783,mixed,0,0
111,control,2025-01-01 01:50:00,-1.1152600497682488,-0.11180940980747443,mixed,0,0
112,control,2025-01-01 01:51:00,1.2075356069911705,-1.1135765735484224,desktop_heavy,0,0
113,control,2025-01-01 01:52:00,1.297851014823123,0.464332910711376,mixed,0,0
114,treatment,2025-01-01 01:53:00,-1.9740100888692484,1.7185182587160188,mobile_heavy,0,0
115,control,2025-01-01 01:54:00,1.5012939439154933,0.3614584119138705,mixed,0,0
116,treatment,2025-01-01 01:55:00,0.626581798307803,0.5177599804762203,mixed,0,0
117,control,2025-01-01 01:56:00,-2.735741454922016,-1.5224833079385118,desktop_heavy,0,0
118,control,2025-01-01 01:57:00,1.3180368864297056,-0.13063533292262622,mixed,0,0
119,treatment,2025-01-01 01:58:00,-0.5666551910617498,1.1097316388488456,mobile_heavy,0,0
120,treatment,2025-01-01 01:59:00,-0.1817047605414263,0.5574566962354732,mixed,0,0
121,control,2025-01-01 02:00:00,0.8748642067464277,0.9759302204815145,mobile_heavy,1,0
122,treatment,2025-01-01 02:01:00,2.222531404056161,-1.4631333076574553,desktop_heavy,1,0
123,treatment,2025-01-01 02:02:00,-1.4009334784316037,-0.1298530269649064,mixed,0,0
124,control,2025-01-01 02:03:00,0.3269437155812188,-0.8363732322421058,desktop_heavy,0,0
125,treatment,2025-01-01 02:04:00,-0.9837212051151155,1.4865101561554939,mobile_heavy,0,0
126,treatment,2025-01-01 02:05:00,-0.033808711235829646,-2.6912137116094375,desktop_heavy,0,0
127,treatment,2025-01-01 02:06:00,0.4801408073436035,1.4496250951207212,mobile_heavy,0,0
128,control,2025-01-01 02:07:00,-1.7254159071890645,-0.9997851534828546,desktop_heavy,0,0
129,treatment,2025-01-01 02:08:00,0.06437020261547349,-1.5849673239193653,desktop_heavy,0,0
130,control,2025-01-01 02:09:00,-0.24748296871082603,-0.27651636430768456,mixed,1,0
131,treatment,2025-01-01 02:10:00,-0.4321113854445877,-0.766069464295721,desktop_heavy,0,0
132,control,2025-01-01 02:11:00,0.6352187633019104,0.7714489518840142,mobile_heavy,0,0
133,treatment,2025-01-01 02:12:00,0.3221033022231404,0.2179370338394941,mixed,0,0
134,control,2025-01-01 02:13:00,0.5058149014806967,-0.13656857269866798,mixed,0,0
135,control,2025-01-01 02:14:00,0.371033000120339,-0.012996316010554457,mixed,0,0
136,control,2025-01-01 02:15:00,1.1262922764616152,-1.0237274014210245,desktop_heavy,0,0
137,control,2025-01-01 02:16:00,-1.3926515497460576,-0.9989297602504269,desktop_heavy,0,0
138,control,2025-01-01 02:17:00,-0.8230301067777054,-1.1261375159793827,desktop_heavy,0,0
139,control,2025-01-01 02:18:00,1.2551276576243853,1.0388037331552105,mobile_heavy,0,0
140,treatment,2025-01-01 02:19:00,-0.16973668883212548,0.7275094472294732,mobile_heavy,0,0
